FID,GDS_NAME,STATION,AREA,PERIMETER,COUNTERS_,COUNTERS_I,COUNTER,TYPE,COMBNUMS,Group,TYPE_1,Cycle,CNTRNUM,Town,Location
517,CNTR:407058,407058,0,0,4613,4613,82407058,82,82407058,2013,L4,3,82407058.000000000000000,SANDWICH,WHITEFACE INTERVALE RD OVER WHITEFACE RIVER
518,CNTR:407056,407056,0,0,4614,4614,82407056,82,82407056,2013,L4,3,82407056.000000000000000,SANDWICH,BENNETT ST WEST OF WHITEFACE INTERVALE RD
519,CNTR:443057,443057,0,0,4615,4615,82443057,82,82443057,2013,L4,3,82443057.000000000000000,TAMWORTH,NH 113A (CHINOOK TRAIL) EAST OF FERNCROFT RD
520,CNTR:443025,443025,0,0,4657,4657,82443025,82,82443025,0, ,0,82443025.000000000000000,TAMWORTH, 
521,CNTR:443066,443066,0,0,4658,4658,82443066,82,82443066,2013,L4,3,82443066.000000000000000,TAMWORTH,NH 113 OVER CHOCORUA RIVER
522,CNTR:443065,443065,0,0,4659,4659,82443065,82,82443065,2013,L4,3,82443065.000000000000000,TAMWORTH,CHOCORUA LAKE RD OVER CHOCORUA LAKE OUTLET
523,CNTR:443064,443064,0,0,4660,4660,82443064,82,82443064,2013,L4,3,82443064.000000000000000,TAMWORTH,NH 113  (JACKMAN POND RD) WEST OF BUNKER HILL RD
524,CNTR:443067,443067,0,0,4661,4661,82443067,82,82443067,2013,L4,3,82443067.000000000000000,TAMWORTH,NH 16 (WHITE MT HWY) OVER CHOCORUA RIVER
525,CNTR:443020,443020,0,0,4662,4662,82443020,82,82443020,0, ,0,82443020.000000000000000,TAMWORTH, 
526,CNTR:443055,443055,0,0,4663,4663,62443055,62,"62443055: 61443017, 61443016",2013,L3,3,62443055.000000000000000,TAMWORTH,NH 113 (DEER HILL RD) AT MADISON TOWN LINE (EB-WB) (61443016-61443017)
527, ,015015,0,0,5137,5137,82015015,82,82015015,2015,L4,2,82015015.000000000000000,ANDOVER,NH 11 (SUNAPEE LAKE RD) EAST OF POTTERS RD
528, ,039015,0,0,5139,5139,82039015,82,82039015,2013,L4,3,82039015.000000000000000,BELMONT,NH 140 (DEPOT ST) WEST OF JOHNSON ST
529, ,039016,0,0,5140,5140,82039016,82,82039016,0, ,0,82039016.000000000000000,BELMONT, 
530, ,039017,0,0,5141,5141,82039017,82,82039017,0, ,0,82039017.000000000000000,BELMONT, 
531, ,057011,0,0,5145,5145,82057011,82,82057011,0, ,0,82057011.000000000000000,BRIDGEWATER, 
532, ,163036,0,0,5190,5190,82163036,82,82163036,0, ,0,82163036.000000000000000,FRANKLIN, 
533, ,163037,0,0,5191,5191,82163037,82,82163037,0, ,0,82163037.000000000000000,FRANKLIN, 
534, ,163038,0,0,5192,5192,82163038,82,82163038,0, ,0,82163038.000000000000000,FRANKLIN, 
535, ,215054,0,0,5207,5207,82215054,82,82215054,2015,L4,2,82215054.000000000000000,HILL,SHOP RD WEST OF OLD TOWN RD
536, ,245017,0,0,5217,5217,82245017,82,82245017,2014,L4,1,82245017.000000000000000,LACONIA,NH 107 (UNION AVE) NORTH OF WALKER ST
537, ,245089,0,0,5218,5218,82245089,82,82245089,2015,L4,2,82245089.000000000000000,LACONIA,CENTENARY AVE OVER STATE OF NH RAILROAD
538, ,295001,0,0,5271,5271,01295001,01,01295001,0, ,0,1295001.000000000000000,,
539, ,295002,0,0,5272,5272,01295002,01,01295002,0, ,0,1295002.000000000000000,,
540, ,357033,0,0,5297,5297,82357033,82,"82357033: 81357037, 81357038",0, ,0,82357033.000000000000000,OSSIPEE, 
541, ,357034,0,0,5298,5298,82357034,82,"82357034: 81357035, 81357036",0, ,0,82357034.000000000000000,OSSIPEE, 
542, , ,0,0,0,0,82039065, ,"82039065: 81039066, 81039067",2014,L5,1,82039065.000000000000000,BELMONT,NH 106 (LACONIA RD) SB-NB NORTH OF BROWN HILL RD
543, , ,0,0,0,0,82403067,L4,82403067,2014,L4,1,82403067.000000000000000,SANBORNTON,NH 127 (NEW HAMPTON RD) NORTH OF PERLEY HILL RD
544, , ,0,0,0,0,82451090,L3,"82451090: 81451088, 81451089",2015,L3,0,82451090.000000000000000,TILTON,US 3/NH 11/NH 132 (LACONIA RD) WEST OF EXIT 20 NB OFF RAMP (SB-NB)
545, , ,0,0,0,0,62165051,L3,62165051,2013,L3,3,62165051.000000000000000,FREEDOM,NH 25 (PORTER RD) AT MAINE SL (EB-WB) (61165010-61165011)
546, , ,0,0,0,0, , ,83257072,2014,L4,1,82357072.000000000000000,OSSIPEE,OLD NH 16 (NH 16B) OVER BEECH RIVER
547, , ,0,0,0,0,82011052,L4,82011052,2014,L4,1,82011052.000000000000000,ALTON,NEW DURHAM RD AT NEW DURHAM TL
548, , ,0,0,0,0,82011091,L4,82011091,2014,L4,1,82011091.000000000000000,ALTON,NH 11D SOUTH OF WOODLANDS RD
549, , ,0,0,0,0,82215052, ,82215052,2015,L4,0,82215052.000000000000000,HILL,MURRAY HILL RD EAST OF STONE HOUSE RD
